date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:59:43	109436/109436	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:45%20GMT	https://chat.whatsapp.com/u_0_6_x?lang=zh_cn	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_6_xbc36.html	(from https://chat.whatsapp.com/u_0_6_x)
21:59:43	109455/109455	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:45%20GMT	https://chat.whatsapp.com/u_0_6_x?lang=zh_tw	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_6_x9d3f.html	(from https://chat.whatsapp.com/u_0_6_x)
21:59:43	109470/109470	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:46%20GMT	https://chat.whatsapp.com/u_0_6_x?lang=zh_hk	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_6_xdd1b.html	(from https://chat.whatsapp.com/u_0_6_x)
21:59:44	110023/110023	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:46%20GMT	https://chat.whatsapp.com/u_0_6_x?lang=ja	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_6_xc9e6.html	(from https://chat.whatsapp.com/u_0_6_x)
21:59:44	109718/109718	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:46%20GMT	https://chat.whatsapp.com/u_0_6_x?lang=ko	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_6_x7542.html	(from https://chat.whatsapp.com/u_0_6_x)
21:59:45	107342/107342	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:47%20GMT	https://chat.whatsapp.com/u_0_7_2?_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_24964.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:45	109544/109544	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:47%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=az	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_28526.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:46	109371/109371	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:48%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=af	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2fb3d.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:46	109212/109212	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:48%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=id	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_29bb4.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:47	109279/109279	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:48%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=ms	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_299dc.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:47	109590/109590	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:49%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=ca	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2a35d.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:47	109663/109663	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:49%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=cs	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_27b3f.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:47	109433/109433	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:50%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=da	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2c423.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:48	109424/109424	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:50%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=de	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_23322.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:48	109362/109362	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:50%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=et	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_291b9.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:49	109271/109271	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:51%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=en	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_29ed2.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:50	109461/109461	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:51%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=es	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2c69a.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:50	109589/109589	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:52%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=fr	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2e68f.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:51	109822/109822	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:53%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=ga	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_25242.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:51	109568/109568	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:53%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=hr	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_21ebe.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:51	109390/109390	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:53%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=it	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2cf53.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:52	109386/109386	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:54%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=sw	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2c249.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:53	109650/109650	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:54%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=lv	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_21ff0.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:53	109915/109915	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:55%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=lt	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2bd5a.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:53	109518/109518	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:55%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=hu	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2a30c.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:54	109356/109356	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:56%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=nl	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2cdb1.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:54	109387/109387	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:56%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=nb	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_22bc7.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:55	109449/109449	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:57%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=uz	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_21268.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:56	109590/109590	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:58%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=pl	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_26bf8.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:56	109431/109431	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:58%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=pt_br	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2085d.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:56	109490/109490	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:57%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=tl	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_29ff7.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:57	109526/109526	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:59%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=pt_pt	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_223f1.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:57	109738/109738	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:59:59%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=ro	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_20b5e.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:58	109487/109487	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:00%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=sq	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_269cd.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:58	109705/109705	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:00%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=sk	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_208c7.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:58	109572/109572	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:00%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=sl	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_27c4b.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:59	109519/109519	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:01%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=fi	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_25720.html	(from https://chat.whatsapp.com/u_0_7_2)
21:59:59	109358/109358	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:01%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=sv	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_29e93.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:00	109582/109582	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:02%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=vi	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2e034.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:00	109389/109389	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:02%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=tr	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_22296.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:00	110903/110903	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:02%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=el	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_24bed.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:01	110913/110913	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:03%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=bg	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_21f03.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:01	110575/110575	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:03%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=kk	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2f59f.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:01	110671/110671	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:03%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=mk	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2a908.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:02	111233/111233	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:04%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=ru	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_22139.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:02	110934/110934	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:04%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=sr	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_26e27.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:03	111085/111085	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:05%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=uk	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_29277.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:03	110419/110419	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:05%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=he	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_264f4.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:03	111266/111266	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:05%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=ar	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2d6cc.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:04	110841/110841	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:06%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=fa	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2e6ac.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:04	110578/110578	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:06%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=ur	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2add9.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:04	111083/111083	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:06%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=bn	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2bbc9.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:05	110846/110846	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:07%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=hi	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2ef8e.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:05	110794/110794	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:07%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=gu	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_27d5b.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:05	110910/110910	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:07%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=kn	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_221c9.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:06	110792/110792	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:08%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=mr	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2c203.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:06	111160/111160	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:08%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=ta	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2880d.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:06	110969/110969	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:08%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=pa	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2f87d.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:07	110988/110988	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:09%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=te	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_221ad.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:07	110983/110983	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:09%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=ml	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_22b51.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:07	110990/110990	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:09%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=th	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2cc5a.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:07	109588/109588	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:09%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=zh_cn	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2bc36.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:08	109456/109456	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:10%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=zh_tw	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_29d3f.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:08	109463/109463	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:10%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=zh_hk	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2dd1b.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:09	110025/110025	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:11%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=ja	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_2c9e6.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:10	109711/109711	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:11%20GMT	https://chat.whatsapp.com/u_0_7_2?lang=ko	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_7_27542.html	(from https://chat.whatsapp.com/u_0_7_2)
22:00:10	108994/108994	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:12%20GMT	https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=az&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_a588f507_0_0_becae.html	(from https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=az)
22:00:11	108819/108819	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:13%20GMT	https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=af&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_a588f507_0_0_be7ca.html	(from https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=af)
22:00:11	111106/111106	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:13%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_l	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_l.html	(from https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=af)
22:00:12	109116/109116	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:14%20GMT	https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=id&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_a588f507_0_0_beb8e.html	(from https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=id)
22:00:13	108888/108888	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:15%20GMT	https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=ms&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_a588f507_0_0_b8afa.html	(from https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=ms)
22:00:13	108885/108885	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:15%20GMT	https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=ca&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_a588f507_0_0_bcbbd.html	(from https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=ca)
22:00:14	109112/109112	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:16%20GMT	https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=cs&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_a588f507_0_0_b255e.html	(from https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=cs)
22:00:15	109038/109038	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:16%20GMT	https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=da&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_a588f507_0_0_bc348.html	(from https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=da)
22:00:15	109038/109038	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:17%20GMT	https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=de&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_a588f507_0_0_b5824.html	(from https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=de)
22:00:16	108804/108804	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:18%20GMT	https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=et&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_a588f507_0_0_b1f39.html	(from https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=et)
22:00:17	108719/108719	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:19%20GMT	https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=en&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_a588f507_0_0_b0aaa.html	(from https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=en)
22:00:17	108905/108905	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:19%20GMT	https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=es&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_a588f507_0_0_b61bc.html	(from https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=es)
22:00:19	109040/109040	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:20%20GMT	https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=fr&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_a588f507_0_0_b5c38.html	(from https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=fr)
22:00:20	109271/109271	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:21%20GMT	https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=ga&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_a588f507_0_0_b22fc.html	(from https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=ga)
22:00:22	109014/109014	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:22%20GMT	https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=hr&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_a588f507_0_0_b7e26.html	(from https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=hr)
22:00:23	108839/108839	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:00:24%20GMT	https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=it&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_a588f507_0_0_bdfa5.html	(from https://chat.whatsapp.com/__elem_a588f507_0_0_b?lang=it)
